articleNo,articleName,tradeTypeName,dealOrWarrantPrc,floorInfo,area1,area2,direction,articleConfirmYmd,articleFeatureDesc
2512163746,헬리오시티,매매,"19억 5,000",중/18,72,49,남서향,20250308,21 계단식의  판샹형   인기타입 전망이쁜 귀한매물
2516152637,헬리오시티,매매,"20억 9,000",저/22,84,59,남서향,20250327,25. 정원뷰 풀에어컨  수납잘되어있음
2515983896,헬리오시티,매매,22억,저/22,84,59,남서향,20250326,25p매매o가락탑425420판상형o가락초
2518019235,헬리오시티,매매,"22억 2,000",6/22,84,59,남서향,20250405,25p  최저가  귀한 급매물    주인거주 상태 아주 깔금해요
2517495424,헬리오시티,매매,"22억 2,000",6/22,84,59,남서향,20250403,25p매매o가락탑425420판상형o가락초
2518119032,헬리오시티,매매,"22억 2,000",저/22,84,59,남서향,20250407,"25.입주,가락초. 컨디션굿, 정원뷰. 스포츠존이용편리.생활편리"
2517843065,헬리오시티,매매,"22억 2,000",저/22,84,59,남서향,20250404,25p  판상형 정원뷰 에어컨풀 근린공원 책박물관인접
2517832445,헬리오시티,매매,"22억 2,000",저/22,84,59,남서향,20250404,25 1순위 특급매 시스템에어컨 예쁜거실뷰 조용한인기동
2515972468,헬리오시티,매매,"22억 2,000",저/22,84,59,남서향,20250326,33p 해누리초 올확장 아이키우기 좋아요
2518003996,헬리오시티,매매,"22억 2,000",저/22,84,59,남서향,20250405,
2517978829,헬리오시티,매매,"22억 2,000",저/22,84,59,남서향,20250405,"금액 최저 매물, 천장형에어컨 有, 채광좋은 집"
2517919267,헬리오시티,매매,"22억 2,000",저/22,84,59,남서향,20250405,"25 급매,입주,올확장,판상형,시스템에어컨,컨디션굿"
2517894062,헬리오시티,매매,"22억 2,000",저/22,84,59,남서향,20250405,"근린 공원 인접, 조용하고 햇살 가득한 동,멋진 정원 뷰, 추천매물"
2517828073,헬리오시티,매매,"22억 2,000",저/22,84,59,남서향,20250404,"추천,집상태좋음,에어컨풀"
2517685404,헬리오시티,매매,"22억 2,000",저/22,84,59,남서향,20250404,25. 관리잘된집. 정원뷰. 커뮤니티이용편리.
2516936757,헬리오시티,매매,"22억 2,000",저/22,84,59,남서향,20250331,25  이쁜정원뷰   조용한동   판상형  입주
2516438749,헬리오시티,매매,"22억 2,000",저/22,84,59,남서향,20250328,25 추천매매 시스템에어컨 생활편리동 입주협의
2516385361,헬리오시티,매매,"22억 2,000",저/22,84,59,남서향,20250328,헬리오시티 학세권. 편안하고 예쁜 정원 뷰. 입주일은 협의 가능
2516843677,헬리오시티,매매,"22억 2,000",저/22,84,59,남서향,20250331,"25p 급매물, 가락초 인접.주상가 이용편리.입주"
2516339073,헬리오시티,매매,"22억 2,000",저/22,84,59,남서향,20250327,25 편안한공원뷰 근린공원책박물관인접 시스템에어컨 입주매물
2515975979,헬리오시티,매매,"22억 2,000",저/22,84,59,남서향,20250326,25p매매o가락탑425420판상형o가락초
2516609261,헬리오시티,매매,"22억 2,000",저/22,84,59,남서향,20250329,"25 입주,올확장,판상형,시스템에어컨,근린공원책박물관인근"
2516191644,헬리오시티,매매,"22억 2,000",저/22,84,59,남서향,20250327,25 특급매 학교 공원인근 인기동 예쁜 거실조망 시스템에어컨
2518050933,헬리오시티,매매,"22억 5,000",중/12,84,59,남향,20250407,25 커뮤니티이용편리 대치동학원가 교통편리 에어컨풀 급매
2517913662,헬리오시티,매매,"22억 5,000",저/23,84,59,남서향,20250405,25학사 402 3322  .채광통풍좋은남향  입주정상
2517975542,헬리오시티,매매,"22억 5,000",저/22,84,59,남서향,20250405,25 최저가매매 단지중앙 생활권편리
2516363863,헬리오시티,매매,"22억 5,000",저/22,84,59,남서향,20250327,"헬리오시티 center, 가락초 가까와요, 커뮤니티 이용 좋아요"
2514429221,헬리오시티,매매,"22억 5,000",고/23,84,59,남향,20250318,25 입주 정남향 판상형 영구뷰
2517364501,헬리오시티,매매,"22억 8,000",고/12,84,59,남향,20250402,입주협의.정남향.채광통풍굿
2518088264,헬리오시티,매매,23억,중/12,84,59,남향,20250407,"25 잔금협의 교통편리 풀옵션, 남향 강남최고조망권  급매물"
2518070814,헬리오시티,매매,23억,중/12,84,59,남향,20250407,"25  생활편리  지하헬스,수영장 탁트인조망권  급매매"
2518060652,헬리오시티,매매,23억,중/12,84,59,남향,20250406,25 햇살좋은남향 탁트인뷰 커뮤니티이용편리 입주
2516316249,헬리오시티,매매,23억,고/19,84,59,남서향,20250327,25   초역세권  로얄동    단지뷰가 이쁘고 조용한동
2515768498,헬리오시티,매매,23억,고/23,84,59,남동향,20250325,"25입주가,전망과 채광좋은 밝은 집 ,선호도 높은 동,"
2517048016,헬리오시티,매매,23억,고/19,84,59,남서향,20250401,25추천매매 초역세권 에어컨 생활권 편리  밝고환한집 입주협의
2515800770,헬리오시티,매매,23억,고/18,84,59,남서향,20250325,입주협의.역세권.컨디션좋은집
2513688326,헬리오시티,매매,23억,고/19,84,59,남서향,20250314,역세권.생활편리.컨디션좋은집
2512300771,헬리오시티,매매,23억,고/19,84,59,남서향,20250310,"입주,탁트인전망,컨디션최상.역세권"
2517710541,헬리오시티,매매,"23억 2,000",12/23,84,59,남향,20250404,25.초역세권e송파4036969e중심상가인접e에어콘풀
2516803680,헬리오시티,매매,"23억 2,000",12/23,84,59,남향,20250331,"25,입주협의e송파역2분초역세권e에어콘풀e중심상가인접"
2517654014,헬리오시티,매매,"23억 4,000",중/19,84,59,남서향,20250404,"초역세권 상가인접 가락초 가까운 로얄동, 풀옵션, 최상컨디션"
2518210444,헬리오시티,매매,"23억 5,000",9/12,84,59,남향,20250407,"트인뷰,가리는곳없는거실,깨끗하게관리"
2518180248,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250407,25 햇살따스한남향  예쁜정원뷰 로얄동 로얄층 초역세권
2518178669,헬리오시티,매매,"23억 5,000",9/12,84,59,남향,20250407,"25, 입주 , 남향 , 탁 트인 전망, 역세권"
2518177177,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250407,"25, 입주, 판상형, 송파역세권, 로얄동, 가락초"
2518162760,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250407,25 햇살따스한남향 입주가능한귀한매물 시스템에어컨
2518142056,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250407,"25, 입주, 남향, 판상형, 송파역세권, 정원조망, 가락초"
2518141836,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250407,추천매물 입주 송파초역세권 상가근접 생활편리
2518119002,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250407,"25.입주매물. 송파역초근접, 판상형, 가락초배정, 상가이용편리."
2518106820,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250407,25p 초역세권 메인상가 인접으로 생활편리 판상형 통풍굿
2518094976,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250407,"송파역세권, 상가 인접 생활동선편리, 조용한 단지"
2518094754,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250407,25 초역세권 입주 상가인접 날짜협의 02 430 4500
2518086723,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250407,25.남향송파역2분초역세권e에어콘풀e중심상가인접
2518073135,헬리오시티,매매,"23억 5,000",9/12,84,59,남향,20250407,"막힘없이 트인조망, 풀에어컨, 입주일 협의가능"
2518073130,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250407,"역세권, 조용한동, 햇살가득한 집.추천매물"
2518071735,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250407,"25. 추천,초역세권.상가인접,로얄동,로얄층"
2518070776,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250407,25 입주 초역세권 로얄층 남향 명품가락초교인접  송파역인근 남향
2518050865,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250407,"25 송파역 상가 1분내 고급인테리어 통풍,햇살최고"
2518047847,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250407,"25 송파역 상가 1분내 고급인테리어 통풍,햇살최고"
2518047834,헬리오시티,매매,"23억 5,000",9/12,84,59,남향,20250407,"25  생활편리  지하헬스,수영장 탁트인조망권  급매매"
2518041826,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250407,25.초역세권 로얄동 로얄층
2518041139,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250407,25.역세권 남향 로얄동 로얄층 햇살 가득함
2518060655,헬리오시티,매매,"23억 5,000",9/12,84,59,남향,20250406,25 탁트인뷰 하루종일밝은남향 커뮤니티이용편리 강남교통편리
2518060543,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250406,25 판상형 송파역역세권 로얄층 가락초인접 입주매물
2518050887,헬리오시티,매매,"23억 5,000",9/12,84,59,남향,20250406,25 입주 대치동학원가 교통편리 에어컨풀 급매
2518049514,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250406,"초 역세권, 조용하고 햇살 가득한 집, 입주일 협의 가능"
2518047828,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250406,25 입주 초역세권 로얄층 남향 명품가락초교인접  송파역인근 남향
2518020658,헬리오시티,매매,"23억 5,000",9/12,84,59,남향,20250405,25판상형 최고좋은동 양재대로뻥뷰 입주 풀에어컨
2518015760,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250405,25. 송파역세권. 입주. 가락초. 주상가이용
2518007257,헬리오시티,매매,"23억 5,000",9/12,84,59,남향,20250405,"강력추천, 남향, 판상형, 채광최고, 옵션최고, 상태최고"
2517996074,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250405,25p 초역세권 메인상가 인접으로 생활편리 판상형 통풍굿
2517971736,헬리오시티,매매,"23억 5,000",9/12,84,59,남향,20250405,25p 남향  판상형  확트인뷰  햇살이풍부
2517967993,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250405,25p 입주 초역세권  로얄동층 판상형   상가이용편리
2517947742,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250405,"초역세권 좋은집,입주협의,햇살좋은집"
2517944668,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250405,입주 송파초역세권  로얄동로얄층 풀에어컨 상가이용편리
2517933818,헬리오시티,매매,"23억 5,000",9/12,84,59,남향,20250405,25. 탁 트인 시원한 조망. 햇빛 좋은 따뜻한 남향
2517929782,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250405,25 초역세권 남향 .풀에어콘 롯데타워뷰 강추
2517929165,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250405,"25, 입주 , 남향, 초역세권 , 전망좋은 집"
2517922780,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250405,25  판상형 송파역 역세권  가락초 올확장 깨끗하게관리잘된집
2517899440,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250405,"역세권, 조용한동,햇살가득한 남향, 풀 에어컨, 입주일 협의 가능"
2517885840,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250405,"25 초역세권 통풍,햇살최고 명품가락초교인접  송파역인접"
2517836892,헬리오시티,매매,"23억 5,000",9/12,84,59,남향,20250404,"남향 매우 밝은집, 송파역에서 가까와요, 시스템에어컨, 커뮤니티이용 굳"
2517776732,헬리오시티,매매,"23억 5,000",9/12,84,59,남향,20250404,25 남향 주인거주 탁트인뷰 조망채광최고 입주협의
2517772811,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250404,"RR 찐매물, 로얄동 로얄층, 실입주가능, 공동가능"
2517755269,헬리오시티,매매,"23억 5,000",9/12,84,59,남향,20250404,막힘없이 확 트인 남향 하루종일 채광좋아요
2517716874,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250404,25남향 판상형맞통풍 하루종일 햇살좋은집 풀에어컨 입주가능 협의
2517691694,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250404,25. 입주. 주인의뢰. 초역세권. 상가이용편리. 판상형
2517673395,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250404,"25 입주,초역세권,로열동층,조용한동,중심상가인접"
2517670571,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250404,"25 입주가능,초역세권,남향,로열동층,풀에어컨"
2517644668,헬리오시티,매매,"23억 5,000",9/12,84,59,남향,20250404,25 남향 입주 탁트인 뷰  송파로얄 02 430 4500
2517708408,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250404,25.입주e송파4036969e중심상가인접e에어콘풀
2517548719,헬리오시티,매매,"23억 5,000",11/19,84,59,남동향,20250403,"25 초역세권, 채광 굿,가락초인접,에어컨풀,입주협의"
2517523174,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250403,"주인직접,입주,25p시스템 에어컨,초역세권,남향,로얄동,로얄층,집상태좋음"
2517517311,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250403,25초역세권 귀한매매 판상형  에어컨 컨디션굿  입주가능  주인거주
2517481171,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250403,25 남향 로얄동 가락초등학교 중고가까이 있고 송파역5분거리에 있음
2517434014,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250403,"역세권,귀한남향,추천매"
2517433265,헬리오시티,매매,"23억 5,000",9/12,84,59,남향,20250403,25 입주가능 남향 판상형 시워한 뷰 시스템에어컨
2517432700,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250403,25 입주가능 초역세권 생활편리 남향 입주협의
2517432665,헬리오시티,매매,"23억 5,000",11/19,84,59,남향,20250403,25  초역세권 5단지 로얄동 로얄층 입주협의
2517406849,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250402,"찐매물, RR 로얄동 로얄층, 실입주가능, 남향, 판상형"
2517264429,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250402,25p 역세권 o가락탑4254200o채광o조망o가락초
2517252353,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250402,25p역세권  판상형 가락탑 02 425 4200 가락초
2517215181,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250402,25 입주가능한 초역세권 귀한매물 남향 풀에어컨
2517134143,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250401,25 초역세권 로얄동 가락초인접 햇살가득 관리잘된집
2517125851,헬리오시티,매매,"23억 5,000",9/12,84,59,남향,20250401,25 탁트인 남향 판상형 강남진입용이
2517111929,헬리오시티,매매,"23억 5,000",7/12,84,59,남향,20250401,25p 주인직접  조정가  입주가  귀한 역세권 로얄 동
2517033260,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250401,25 입주 역세권 상가인접 생활편리 가락초
2517022618,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250401,25p역세권 판상형 가락초 올확장 입주협의 
2518234372,헬리오시티,매매,"23억 5,000",중/12,84,59,남향,20250407,"햇살가득한집,탁트인전망굿,에어컨풀"
2518211143,헬리오시티,매매,"23억 5,000",중/23,84,59,남향,20250407,"입주,5단지유일한남향,가운데집"
2518169767,헬리오시티,매매,"23억 5,000",중/19,84,59,남서향,20250407,"초역세권 로얄동,층  편리한 동"
2518168167,헬리오시티,매매,"23억 5,000",고/12,84,59,남향,20250407,25 남향집 일조권 좋고 하루종일 밝은집 전망도 굿
2518070837,헬리오시티,매매,"23억 5,000",고/12,84,59,남향,20250407,"25  생활편리  지하헬스,수영장 탁트인조망권  급매매"
2516973496,헬리오시티,매매,"23억 5,000",9/12,84,59,남동향,20250331,25p 앞트인뷰로 채광굿 판상형 가락초 입주협의
2516943744,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250331,25    초역세권   입주  판상형    상가인접
2516886920,헬리오시티,매매,"23억 5,000",11/19,84,59,남향,20250331,25 초역세권 상가접근용이 로얄동
2516806112,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250331,"25 주인직접,입주,초역세권,로열동층,판상형,중심상가인접"
2516798698,헬리오시티,매매,"23억 5,000",12/23,84,59,남동향,20250331,25p 역세권 o가락탑4254200o채광o조망o가락초
2517977348,헬리오시티,매매,"23억 5,000",중/19,84,59,남향,20250405,25 초역세권 로얄동 로얄층 추천매물
2517905299,헬리오시티,매매,"23억 5,000",중/23,84,59,남향,20250405,25 남향 초역세권 입주 날짜협의 02 430 4500
2516733127,헬리오시티,매매,"23억 5,000",9/12,84,59,남향,20250329,25p   탁트인 남향 으로  집안가득 햇볕잘드는 밝은집
2516730276,헬리오시티,매매,"23억 5,000",9/12,84,59,남향,20250329,25 탁트인뷰 생활편리 대치동학원가 접근용이
2516727096,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250329,
2516637438,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250329,25 초역세권 식사 카페 커뮤니티인접 주인의뢰 내부관리상태굿
2517843688,헬리오시티,매매,"23억 5,000",중/23,84,59,남향,20250404,25 학사 402 3322 햇살좋은남향  채광통풍최고
2516610626,헬리오시티,매매,"23억 5,000",9/12,84,59,남향,20250328,"25P,입주,풀에어컨,트인뷰"
2516606474,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250328,"25,해잘드는남향,초역세권,송파역상가이용편리,가락초"
2516600870,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250328,25 교통편리하고 초중고 가까이 있어서 생활하기 편리한 곳에 위치
2516597641,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250328,25 입주정상 교통편리 생활편리한 곳에 위치 귀한 매물중에 하나로 추천
2516495839,헬리오시티,매매,"23억 5,000",12/23,84,59,남동향,20250328,"초역세권,귀한매물,선호동로얄층,입주협의"
2517504542,헬리오시티,매매,"23억 5,000",고/23,84,59,남향,20250403,"초역세권,입주가능,에어컨풀,남향"
2517474444,헬리오시티,매매,"23억 5,000",중/23,84,59,남향,20250403,33 남향 송파역가까이 이용편리 초중고5분7분거리이내 생활편리한 곳
2516360433,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250327,25.주.인.직.접. 송파역 역세권.상가이용용이.올확장
2516319115,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250327,"송파역 초 역세권 남향 로얄 ,입주 가능한 귀한 타입매물"
2516079697,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250326,송파역 초 역세권 생활시설이용 편리
2516051407,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250326,25   초역세권   단지뷰가 이쁘고 조용한동
2516047392,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250326,25p 귀한 매매  초초역세권  가장선호 로얄동호
2515970134,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250326,25 초역세권 입주협의 상가이용편리 가락초
2515937631,헬리오시티,매매,"23억 5,000",11/19,84,59,남서향,20250326,25 초역세권. 전망굿. 상가이용편리. 입주협의
2517143561,헬리오시티,매매,"23억 5,000",중/23,84,59,남향,20250401,
2517103726,헬리오시티,매매,"23억 5,000",중/23,84,59,남향,20250401,"남향,송파역3분초역세권,시스템에어컨3"
2516791503,헬리오시티,매매,"23억 5,000",고/12,84,59,남동향,20250331,25p 앞트인뷰로 채광굿 판상형 가락초 입주협의
2515527607,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250324,25 추천 역세권 남향 로얄층 풀에어컨 입주가능
2516710782,헬리오시티,매매,"23억 5,000",중/19,84,59,남서향,20250329,"송파역5분초역세권,가락초"
2516623543,헬리오시티,매매,"23억 5,000",고/12,84,59,남향,20250329,25p 송파 역세권.가락초 인접.주상가 이용편리.입주
2515318619,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250322,25 초역세권 상가인접 남향
2515245175,헬리오시티,매매,"23억 5,000",12/23,84,59,남동향,20250322,25   입주가능 로얄동  남향  역세권
2516604699,헬리오시티,매매,"23억 5,000",중/19,84,59,남서향,20250328,"25,전망좋은집,초역세권,보면 갖고싶은집"
2516596258,헬리오시티,매매,"23억 5,000",중/19,84,59,남서향,20250328,25 서남간으로 교통편리한 곳에 위치 정상입주
2516555075,헬리오시티,매매,"23억 5,000",고/12,84,59,남향,20250328,25 트인뷰로 개방감좋고 햇살이 종일 머무는 관리잘된 집
2516419861,헬리오시티,매매,"23억 5,000",중/23,84,59,남동향,20250328,25p 역세권 o가락탑4254200o채광o조망o가락초
2515072036,헬리오시티,매매,"23억 5,000",12/23,84,59,남향,20250321,25 남향. 초 역세권. 풀에어컨. 내부상태굿. 입주가능
2517607542,헬리오시티,매매,"23억 5,000",고/23,84,59,남향,20250403,역세권.정남향.생활편리
2516360895,헬리오시티,매매,"23억 5,000",중/19,84,59,남서향,20250327,"입주,탁트인전망,컨디션최상.역세권"
2516261139,헬리오시티,매매,"23억 5,000",중/23,84,59,남동향,20250327,25p 역세권 판상형 가락초 입주협의
2516151860,헬리오시티,매매,"23억 5,000",고/12,84,59,남향,20250327,25 특A개방감 눈부신햇살 남향 시스템에어컨 주인거주로 관리상태최상
2516004907,헬리오시티,매매,"23억 5,000",중/19,84,59,남서향,20250326,25 초역세권 카페테리아커뮤니티 인접 주인의뢰 햇살잘들어오는 밝은집
2515883130,헬리오시티,매매,"23억 5,000",중/19,84,59,남향,20250325,25p 송파 역세권.가락초 인접.주상가 이용편리.입주 협의
2515568720,헬리오시티,매매,"23억 5,000",고/12,84,59,남향,20250324,25  시원하게트인뷰   해잘드는 남향  입주가능
2517601678,헬리오시티,매매,"23억 5,000",중/23,84,59,남향,20250403,입주 협의가능 로얄층 남향 송파역 초역세권 가락초교인근
2517286342,헬리오시티,매매,"23억 5,000",고/12,84,59,남향,20250402,25 시원하게 트인뷰 햇살맛집 맞통풍판상형 관리상태최상
