articleNo,articleName,tradeTypeName,dealOrWarrantPrc,floorInfo,area1,area2,direction,articleConfirmYmd,articleFeatureDesc
2509652717,헬리오시티,매매,"14억 5,000",고/26,61,39,남향,20250222,"18, 툭 트인 뷰, 최고의 입지, 풀에어컨, 로얄."
2506112176,헬리오시티,매매,"14억 5,000",6/22,61,39,남서향,20250205,"18, 인기의 B형, 초역세권, 툭 트인 뷰, 로얄중로얄"
2508183705,헬리오시티,매매,"14억 5,000",6/22,61,39,남서향,20250215,18. 입주. 신혼부부 추천. 역세권
2507142687,헬리오시티,매매,"14억 5,000",중/29,61,39,남서향,20250210,
2508010071,헬리오시티,매매,"14억 5,000",고/22,61,39,남서향,20250214,"시원하게 트인뷰, 남향,풀에어컨, 갭투자"
2505161827,헬리오시티,매매,"14억 5,000",고/25,61,39,남향,20250203,"18 확트인 남향  입주,갭투 인테리어 최고 위례신사호재동,커뮤니티근접"
2506441272,헬리오시티,매매,"14억 5,000",중/22,61,39,남향,20250207,18 갭투 초역세권 방넓은 선호B구조
2504997632,헬리오시티,매매,"14억 5,000",6/22,61,39,남서향,20250131,18 역세권 선호B타입 작은방큰구조 풀에어컨 갭투추천
2510240090,헬리오시티,매매,"14억 7,000",21/25,61,39,남서향,20250225,18주인직접 입주가능 송파로얄 02 430 4500
2510229746,헬리오시티,매매,"14억 7,000",21/25,61,39,남서향,20250225,"실입주 가능, 층간소음 걱정없는 탑층, 활짝열린 조망"
2510184445,헬리오시티,매매,"14억 7,000",21/25,61,39,남향,20250225,"18,입주,채광좋고 ,뷰가 좋은집"
2510129689,헬리오시티,매매,"14억 7,000",21/25,61,39,남서향,20250225,"강추합니다. 일조권최상, 풀에어컨, 입주협의가능"
2510114748,헬리오시티,매매,"14억 7,000",21/25,61,39,남서향,20250225,층간소음스트레스없는탑층 시스템에어컨 주인거주컨디션최상 입주갭투가
2510110713,헬리오시티,매매,"14억 7,000",21/25,61,39,남서향,20250225,"층간소음 걱정 없는  탑층 ,입주 또는 갭투 가능"
2509658406,헬리오시티,매매,"14억 7,000",21/25,61,39,남서향,20250222,18 주인직접. 입주협의. 커뮤니티인접. 관리잘된집. 신혼강추
2510015012,헬리오시티,매매,"14억 8,000",중/21,62,39,남서향,20250224,18  계단식  판상형의 귀한매물  세안고 가능 커뮤니티 이용편라해요
2510198413,헬리오시티,매매,15억,저/29,61,39,동향,20250225,18 입주 초역세권  송파로얄 02 430 4500
2510111049,헬리오시티,매매,15억,저/29,61,39,남동향,20250225,18 초역세권 생활편리한 동 입주 갭투
2510105710,헬리오시티,매매,15억,저/29,61,39,남서향,20250225,"18,초역세권,정원뷰,입주가,에어컨풀,중심상가인접동"
2510034733,헬리오시티,매매,15억,저/29,61,39,남동향,20250224,"18송파역초역세권,중심상가인접동,에어컨풀,"
2509666311,헬리오시티,매매,15억,저/29,61,39,남향,20250222,18송파역2분 풀에어컨 정원뷰 입주가능 붙박이장
2509651241,헬리오시티,매매,15억,저/29,61,39,남서향,20250222,18 입주 초역세권  로얄동  정원뷰 풀에어컨
2509568031,헬리오시티,매매,15억,저/29,61,39,남동향,20250222,18. 초역세권.에어컨풀.입주협의
2509521802,헬리오시티,매매,15억,저/29,61,39,남서향,20250221,"초역세권, 생활시설 이용편리, 귀한 소형매물, 가락초, 입주가능"
2509353816,헬리오시티,매매,15억,저/29,61,39,남동향,20250221,"송파역 도보3분거리 , 상가이용편리,  귀한 입주매물입니다."
2508998177,헬리오시티,매매,15억,고/22,61,39,남향,20250219,"18P,초역세권,풀에어컨,상가인접,갭투"
2508936531,헬리오시티,매매,15억,저/29,61,39,남서향,20250219,18 초역세권 입주추천 갭투가능 풀에어컨
2508884897,헬리오시티,매매,15억,저/29,61,39,남서향,20250218,"입주,초 역세권,풀에어컨,입지가 아주 좋습니다,상가.송파역인접"
2507986724,헬리오시티,매매,15억,저/29,61,39,동향,20250214,"귀한소형매물,송파역초역세권,입주가능"
2509948011,헬리오시티,매매,15억,중/21,61,39,남서향,20250224,18.입주가능.해누리초.채광좋은 집.책박물관2분
2507186427,헬리오시티,매매,15억,중/22,61,39,남향,20250210,"18P,입주,역세권,남향,풀 인테리어,살고싶은집,막힘없는뷰"
2509223873,헬리오시티,매매,15억,중/22,61,39,남서향,20250220,"송파역 초역세권, 입주가능, 풀에어컨, 집 상태 굿"
2509806158,헬리오시티,매매,"15억 5,000",1/22,61,39,남서향,20250224,18p 인기타입 풀에어컨 아일랜드식탁 인덕션 자동빨래건조대  올수리된 집
2509456543,헬리오시티,매매,"15억 5,000",1/22,61,39,남향,20250221,18 초역세권 정원뷰 입주협의 에어컨풀 주인직접의뢰
2508998437,헬리오시티,매매,"15억 5,000",1/22,61,39,남서향,20250219,"18P,B타임,역세권,풀에어컨,인덕션,자동빨래건조대,아일랜드식탁,갭투"
2508940678,헬리오시티,매매,"15억 5,000",1/22,61,39,동향,20250219,"송파역세권, 생활 동선 편리한 동, 에어콘,상태 굿"
2509897302,헬리오시티,매매,"15억 5,000",저/22,61,39,남서향,20250224,18 인기B타입 초초역세권 풀에어컨 풀옵션 갭투
2509834394,헬리오시티,매매,"15억 5,000",고/22,61,39,남서향,20250224,
2508621635,헬리오시티,매매,"15억 5,000",1/22,61,39,남서향,20250217,18. 갭투. 풀에어컨. 초역세권. 상가이용편리. 아이키우기좋은집
2508520842,헬리오시티,매매,"15억 5,000",1/22,61,39,남서향,20250217,"지하철 가까운 로얄동,  투자가치 최고, 옵션최고"
2509702073,헬리오시티,매매,"15억 5,000",고/22,61,39,남서향,20250222,18 추천 초역세권 풀에어컨 입주협의
2509678804,헬리오시티,매매,"15억 5,000",저/22,61,39,남서향,20250222,"정성 02 403 0410 초역세권,귀한B타입,풀에어컨,입주"
2509651911,헬리오시티,매매,"15억 5,000",저/22,61,39,남서향,20250222,"18, 갭투가능, 풀에어컨, 방넓은b타입,역세권"
2507968447,헬리오시티,매매,"15억 5,000",1/22,61,39,남서향,20250214,18 초역세권 정원뷰 옵션좋은집
2507837263,헬리오시티,매매,"15억 5,000",1/22,61,39,남서향,20250213,18.송파역 역세권.올확장.시스템 에어컨
2509090973,헬리오시티,매매,"15억 5,000",고/22,61,39,남서향,20250219,18 초역세권 RR 투자가치확실한 매물 입주갭투가능
2509002531,헬리오시티,매매,"15억 5,000",고/22,61,39,남서향,20250219,"18 로얄동, 로얄층, 방넓은 구조, 입주협의"
2507987358,헬리오시티,매매,"15억 5,000",고/22,61,39,남향,20250214,"귀한소형매물, 로얄동 로얄층,생활 동선 편리"
2506070526,헬리오시티,매매,"15억 5,000",1/22,61,39,남서향,20250205,"송파역5분초역세권,갭투,"
2508999090,헬리오시티,매매,"15억 5,000",고/22,61,39,남향,20250219,"18p,역세권,로얄동,로얄층"
2509670945,헬리오시티,매매,"16억 3,000",저/20,72,49,남서향,20250222,로얄동 로얄타입 실입주협의 내부컨디션 깔끔합니다
2506729050,헬리오시티,매매,"16억 5,000",6/20,72,49,남서향,20250208,"작은방 넓은 인기타입, 역세권, 풀옵션, 갭투강추"
2506155110,헬리오시티,매매,"16억 5,000",6/20,72,49,남서향,20250206,역세권  중간층 동간 넓은 공원뷰. 위례신사선 예정지 인근
2505957165,헬리오시티,매매,"16억 5,000",6/20,72,49,남서향,20250205,"시스템에어컨풀,세안고,역세권"
2505666827,헬리오시티,매매,"16억 9,000",중/20,72,49,남서향,20250204,18p  역세권 추천매물  입주 갭투자  침실방넓은 인기타입 사생활보호굿
2508956169,헬리오시티,매매,17억,고/29,72,49,남향,20250219,21 햇살가득한남향 단지중앙 아늑한정원뷰 시스템에어컨 갭투가
2509604492,헬리오시티,매매,17억,중/18,72,49,남서향,20250222,"21p 책박물관 인접,계단식 주거분리 가장선호,급매물"
2507114771,헬리오시티,매매,17억,저/18,72,49,남향,20250210,21 학사 402 3322  거실주방분리된계단형C타입  높은세안고매매
2507594950,헬리오시티,매매,"17억 1,000",중/18,72,49,남서향,20250212,21p  계단식  신혼강추  뷰좋은귀한타입  에어컨풀
2507099371,헬리오시티,매매,"17억 1,000",중/18,72,49,남서향,20250210,"선호C타입,세안고갭투,에어컨풀"
2507257821,헬리오시티,매매,"17억 2,000",중/18,72,49,남서향,20250211,21갭투  계단식 거실과 주방분리 신혼부부추천
2507219842,헬리오시티,매매,"17억 2,000",저/18,72,49,남서향,20250211,21P   주방.거실분리된 선호C타입 융무 입주협의
2507590961,헬리오시티,매매,"17억 2,000",중/20,72,49,남서향,20250212,21p 역세권 선호타입  시스템에어컨풀  신혼추천
2507378366,헬리오시티,매매,"17억 2,000",저/18,72,49,남서향,20250211,21C 계약가능한 실매물 시스템에어컨 투자금9억대 계단실 컨디션굿
2505551686,헬리오시티,매매,"17억 2,000",고/20,72,49,남서향,20250205,18p  입주 갭투자추천 급매물 역세권의 침실방넓은 귀한타입  풀에어컨
2504774767,헬리오시티,매매,"17억 2,000",중/18,72,49,남서향,20250131,21 귀한타입 계단식 입주매물 풀에어컨 해누리학군
2509901057,헬리오시티,매매,"17억 3,000",중/18,72,49,남서향,20250224,21. 거실 주방 분리구조. 계단식.
2507219244,헬리오시티,매매,"17억 3,000",고/29,72,49,남서향,20250211,18 입주.갭투가능 5단지 초역세권 귀한매물  생활편리 에어컨풀
2509236091,헬리오시티,매매,"17억 3,000",저/18,72,49,남서향,20250220,"급매, 갭투 추천 매물, 천장형에어컨 완비"
2508229377,헬리오시티,매매,"17억 3,000",저/18,72,49,남서향,20250215,21   계단식 선호구조   시원하게트인뷰   입주협의
2508257529,헬리오시티,매매,"17억 4,000",고/29,72,49,남향,20250215,21   초역세권    시원하게트인뷰   남향   입주.갭투가능
2509588885,헬리오시티,매매,"17억 5,000",6/20,72,49,남서향,20250222,"추천 매물, 환기 잘되고 방 큰 선호하는 인기 구조. 풀 에어컨"
2509430065,헬리오시티,매매,"17억 5,000",6/20,72,49,남서향,20250221,귀한 B타입 시스템에어컨
2509231480,헬리오시티,매매,"17억 5,000",6/20,72,49,남서향,20250220,"급매, 갭투 추천 매물, 천장형에어컨 완비"
2510123755,헬리오시티,매매,"17억 5,000",고/29,72,49,남향,20250225,"21, 귀한 소형 배물, 실속있는 구조, 생활동선최고편리한 동"
2510097272,헬리오시티,매매,"17억 5,000",중/29,72,49,남향,20250225,21 초역세권 남향 입주협의 02 430 4500
2508763728,헬리오시티,매매,"17억 5,000",6/20,72,49,남서향,20250218,21 주인직접 j 갭투자 역세권 송파로얄  02 430 450
2508393377,헬리오시티,매매,"17억 5,000",6/20,72,49,남향,20250217,21. 밝고 따뜻한 남향. 송파 역세권. 가락초. 입주 갭투 추천
2509652059,헬리오시티,매매,"17억 5,000",고/32,72,49,남향,20250222,21 주인직접의뢰 햇살풍부한남향 초등학교근린공원인접 컨디션최상 갭투가
2509647342,헬리오시티,매매,"17억 5,000",저/20,72,49,남서향,20250222,21 작은방이넓은B타입 시스템에어컨 역세권 입주갭투가
2509609771,헬리오시티,매매,"17억 5,000",저/20,72,49,남서향,20250222,21  선호타입 채광우수  갭투 추천  트인뷰
2509545827,헬리오시티,매매,"17억 5,000",고/29,72,49,남향,20250221,21 역세권 입주 풀에어컨 편의시설이용굿
2509489883,헬리오시티,매매,"17억 5,000",고/29,72,49,남향,20250221,21 직매물. 초초역세권. 남향. 채광끝내주는집. 트인뷰. 로얄동로얄층
2509470477,헬리오시티,매매,"17억 5,000",고/29,72,49,남향,20250221,"21,초초역세권,최고로얄동,로얄층,시스템에어컨풀,즉시입주가,전망최고"
2509387650,헬리오시티,매매,"17억 5,000",고/29,72,49,남향,20250221,"21 초역세권,탁트인남향,풀에어컨,입주 또는 갭투자"
2509382419,헬리오시티,매매,"17억 5,000",고/29,72,49,남향,20250221,21  초역세권  시원하게트인뷰  남향  입주.갭투가능
2509381149,헬리오시티,매매,"17억 5,000",저/20,72,49,남서향,20250221,21   역세권   시원하게트인뷰   방큰선호구조  입주협의
2509371949,헬리오시티,매매,"17억 5,000",고/29,72,49,남향,20250221,초초 역세권 입주가능. 남한산성과 파크밴드의 시원한 뷰 .남향
2509237108,헬리오시티,매매,"17억 5,000",고/29,72,49,남향,20250220,"급매, 하늘이 활짝 열려있는집, 실입주 가능"
2509060025,헬리오시티,매매,"17억 5,000",저/18,72,49,남서향,20250219,"21학사 402 3322추천,거실 주방분리된 계단형 C타입 세안고갭"
2507218944,헬리오시티,매매,"17억 5,000",6/20,72,49,남서향,20250211,21  갭투 초역세권 남향 관리잘된 집 추천매물
2508515728,헬리오시티,매매,"17억 5,000",중/18,72,49,남서향,20250217,"계단식C타입,입주,에어컨풀"
2508432013,헬리오시티,매매,"17억 5,000",고/29,72,49,남향,20250217,21 초역세권 입주추천 갭투가능 조망채광최고 풀에어컨
2508377104,헬리오시티,매매,"17억 5,000",중/18,72,49,남서향,20250217,"21P  거실과 주방분리된 계단형구조, 풀에어컨,추천매물"
2508352377,헬리오시티,매매,"17억 5,000",중/18,72,49,남향,20250216,21 계단형 C타입. 전망 좋고 조용한 동 . 해누리초배정
2508226026,헬리오시티,매매,"17억 5,000",중/18,72,49,남서향,20250215,21    계단식  선호구조   트인뷰   입주협의
2508170089,헬리오시티,매매,"17억 5,000",중/18,72,49,남향,20250215,"21. 계단식, 선호C타입"
2509463431,헬리오시티,매매,"17억 5,000",고/32,72,49,남향,20250221,21  전세안고 갭투   햇볕잘드는 밝고 환한 남향  단지중앙동
2506596420,헬리오시티,매매,"17억 5,000",6/20,72,49,남서향,20250207,21 추천 선호B타입 풀에어컨 갭투추천
2507881328,헬리오시티,매매,"17억 5,000",저/18,72,49,남서향,20250213,21 추천매물 높은전세가 인기C타입
2507459241,헬리오시티,매매,"17억 5,000",중/18,72,49,남향,20250212,21. 거실 주방 분리구조. 계단식. 해누리학군
2509649248,헬리오시티,매매,"17억 5,000",고/29,72,49,남향,20250222,21 초역세권 트인하늘뷰 햇살최상남향 풀에어컨 특매물
2507457986,헬리오시티,매매,"17억 5,000",고/29,72,49,남향,20250211,21. 초역세권. 입주가능. 갭투가능. 확트인뷰. 시스템에어컨
2507387428,헬리오시티,매매,"17억 5,000",중/18,72,49,남서향,20250211,21C 귀한C타입매매 계단식 시스템에어컨. 지금이적기 먼저잡으세요
2507219216,헬리오시티,매매,"17억 5,000",중/18,72,49,남서향,20250211,"21 거실,주방 분리된 최고 인기C타입 갭투가능"
2509551373,헬리오시티,매매,"17억 5,000",중/18,72,49,남서향,20250221,21C 가장 선호타입. 거실 주방 분리. 갭추천
2508489348,헬리오시티,매매,"17억 5,000",고/29,72,49,남동향,20250217,
2508225658,헬리오시티,매매,"17억 5,000",고/29,72,49,남동향,20250215,21 초역세권 갭투 남향  앞트인뷰 가락탑 02 425 4200
2508496688,헬리오시티,매매,"17억 5,000",중/20,72,49,남서향,20250217,"입주되는매물,확장형넓은방,시스템에어컨"
2506287308,헬리오시티,매매,"17억 5,000",고/29,72,49,남향,20250206,21 상가송파역초역세권 햇볕잘드는남향 탁트인파크밴드뷰 입주 갭투가
2505952986,헬리오시티,매매,"17억 5,000",고/29,72,49,남향,20250205,"풀에어컨,송파역초역세권,입주또는갭투 가능,전망 최고"
2507257196,헬리오시티,매매,"17억 5,000",고/29,72,49,남동향,20250211,21 역세권 앞트인뷰 가락탑 02 425 4200 입주협의
2506992777,헬리오시티,매매,"17억 5,000",고/29,72,49,남동향,20250210,
2506665637,헬리오시티,매매,"17억 5,000",저/20,72,49,남서향,20250207,21 갭투추천 급매 역세권 풀시스템에어컨
2506462024,헬리오시티,매매,"17억 5,000",저/20,72,49,남서향,20250207,21 갭투 역세권 작은방이 넓은구조
2506383557,헬리오시티,매매,"17억 5,000",중/20,72,49,남서향,20250207,귀한 B타입 입주가능한 매물. 역세권. 동간 넓고 거실뷰 예뻐요
2506806242,헬리오시티,매매,"17억 5,000",고/18,72,49,남서향,20250208,"신혼부부 강력추천, 실입주 가능, 선호도 높은 계단식 C타입"
2505176007,헬리오시티,매매,"17억 5,000",중/18,72,49,남서향,20250204,21C 계단식 선호하는타입 풀에어컨 계약가능 실매물
2507218954,헬리오시티,매매,"17억 6,000",고/18,72,49,남서향,20250211,21P  선호C타입 로얄동 로얄층 입주협의
2510151698,헬리오시티,매매,"17억 8,000",저/18,72,49,남향,20250225,"21학사 402 3322 주방거실분리된 계단형, 에어컨풀 입주또는갭투"
2509701390,헬리오시티,매매,18억,10/22,61,39,남향,20250222,최고로얄 508동판상형귀한남향중층 급행9호8호3호위신선 쿼드러플역세권
2510076372,헬리오시티,매매,18억,저/18,72,49,남서향,20250224,"21 주인직접,탁트인뷰,계단식,주방거실분리형,세안고갭투자"
2509930123,헬리오시티,매매,18억,중/18,72,49,남서향,20250224,21 입주  갭투자 계단식의  판샹형   인기타입 전망이쁜 귀한매물
2509612017,헬리오시티,매매,18억,중/18,72,49,남서향,20250222,막힘없는 시원한 뷰. 입주가능 특급매물. 해누리초중
2509596534,헬리오시티,매매,18억,중/18,72,49,남서향,20250222,21 입주 가능. 막힘없는 City 뷰. 계단형 C타
2509547349,헬리오시티,매매,18억,저/18,72,49,남서향,20250221,"21,해잘들고 전망좋은집,해누리초중"
2509985341,헬리오시티,매매,18억,중/18,72,49,남향,20250224,"21, 좋은 전망, 계단식"
2510123335,헬리오시티,매매,18억,중/18,72,49,남서향,20250225,21 입주 갭투 계단식 거실과 주방분리 신혼부부추천
